name,type16_T1.G.1_T1.G.1_gap2,type16_T1.G.1_T1.G.2_gap2,type16_T1.G.2_T1.G.1_gap2,type16_T1.G.2_T1.G.2_gap2,target
CPP_positive_80,0.0,5.0,3.0,3.0,1
CPP_positive_81,1.0,2.0,1.0,4.0,1
CPP_negative_82,0.0,0.0,3.0,1.0,0
CPP_negative_83,1.0,3.0,1.0,4.0,0
CPP_positive_84,0.0,2.0,3.0,3.0,1
CPP_negative_85,0.0,1.0,0.0,5.0,0
CPP_negative_86,1.0,1.0,0.0,2.0,0
CPP_negative_87,0.0,1.0,1.0,3.0,0
CPP_negative_88,1.0,0.0,1.0,5.0,0
CPP_positive_89,2.0,2.0,0.0,1.0,1
CPP_positive_90,0.0,3.0,4.0,10.0,1
CPP_positive_91,0.0,1.0,2.0,3.0,1
CPP_negative_92,0.0,2.0,1.0,2.0,0
CPP_negative_93,0.0,0.0,0.0,6.0,0
CPP_negative_94,0.0,3.0,3.0,2.0,0
CPP_negative_95,1.0,3.0,1.0,7.0,0
CPP_negative_96,2.0,1.0,2.0,2.0,0
CPP_positive_97,0.0,1.0,3.0,3.0,1
CPP_positive_98,0.0,2.0,2.0,1.0,1
CPP_negative_99,1.0,2.0,0.0,1.0,0
CPP_negative_100,0.0,0.0,4.0,0.0,0
CPP_positive_101,1.0,1.0,3.0,2.0,1
CPP_negative_102,1.0,4.0,2.0,3.0,0
CPP_positive_103,0.0,2.0,2.0,0.0,1
CPP_negative_104,2.0,1.0,0.0,3.0,0
CPP_positive_105,0.0,1.0,2.0,2.0,1
CPP_negative_106,2.0,1.0,0.0,1.0,0
CPP_positive_107,1.0,3.0,2.0,5.0,1
CPP_negative_108,1.0,1.0,0.0,3.0,0
CPP_negative_109,0.0,0.0,2.0,8.0,0
CPP_negative_110,0.0,1.0,1.0,4.0,0
CPP_negative_111,0.0,1.0,2.0,7.0,0
CPP_positive_112,0.0,1.0,2.0,0.0,1
CPP_negative_113,0.0,3.0,3.0,3.0,0
CPP_positive_114,0.0,0.0,0.0,3.0,1
CPP_negative_115,1.0,2.0,2.0,4.0,0
CPP_positive_116,0.0,2.0,0.0,2.0,1
CPP_negative_117,1.0,0.0,2.0,3.0,0
CPP_positive_118,3.0,4.0,2.0,2.0,1
CPP_positive_119,1.0,1.0,4.0,6.0,1
CPP_negative_120,2.0,0.0,1.0,7.0,0
CPP_positive_121,1.0,1.0,2.0,5.0,1
CPP_positive_122,1.0,1.0,2.0,1.0,1
CPP_negative_123,2.0,2.0,3.0,6.0,0
CPP_negative_124,0.0,0.0,0.0,11.0,0
CPP_positive_125,0.0,3.0,1.0,1.0,1
CPP_negative_126,0.0,0.0,1.0,4.0,0
CPP_positive_127,0.0,0.0,1.0,3.0,1
CPP_negative_128,1.0,1.0,0.0,2.0,0
CPP_negative_129,0.0,3.0,1.0,1.0,0
CPP_negative_130,0.0,1.0,1.0,2.0,0
CPP_negative_131,0.0,4.0,3.0,4.0,0
CPP_negative_132,0.0,0.0,0.0,7.0,0
CPP_positive_133,1.0,2.0,3.0,3.0,1
CPP_positive_134,1.0,0.0,2.0,1.0,1
CPP_negative_135,4.0,0.0,0.0,1.0,0
CPP_positive_136,2.0,1.0,1.0,4.0,1
CPP_positive_137,1.0,3.0,3.0,4.0,1
CPP_negative_138,0.0,3.0,0.0,3.0,0
CPP_negative_139,0.0,0.0,0.0,6.0,0
CPP_negative_140,0.0,0.0,0.0,6.0,0
CPP_negative_141,1.0,2.0,3.0,3.0,0
CPP_negative_142,0.0,0.0,2.0,3.0,0
CPP_positive_143,1.0,5.0,1.0,3.0,1
CPP_positive_144,1.0,1.0,1.0,2.0,1
CPP_negative_145,1.0,0.0,3.0,0.0,0
CPP_negative_146,2.0,3.0,1.0,1.0,0
CPP_positive_147,1.0,1.0,1.0,2.0,1
CPP_positive_148,1.0,7.0,1.0,1.0,1
CPP_negative_149,1.0,2.0,1.0,5.0,0
CPP_negative_150,0.0,3.0,1.0,1.0,0
CPP_positive_151,0.0,2.0,1.0,1.0,1
CPP_negative_152,1.0,4.0,3.0,1.0,0
CPP_negative_153,0.0,2.0,0.0,6.0,0
CPP_negative_154,0.0,1.0,0.0,5.0,0
CPP_negative_155,0.0,0.0,0.0,6.0,0
CPP_positive_156,2.0,2.0,1.0,2.0,1
CPP_negative_157,0.0,0.0,2.0,2.0,0
CPP_positive_158,1.0,2.0,1.0,2.0,1
CPP_negative_159,0.0,1.0,0.0,4.0,0
CPP_positive_160,4.0,0.0,3.0,8.0,1
CPP_positive_161,0.0,4.0,3.0,5.0,1
CPP_negative_162,0.0,4.0,2.0,7.0,0
CPP_negative_163,1.0,1.0,1.0,1.0,0
CPP_positive_164,2.0,2.0,3.0,2.0,1
CPP_positive_165,0.0,1.0,1.0,2.0,1
CPP_positive_166,0.0,1.0,2.0,1.0,1
CPP_positive_167,0.0,3.0,5.0,5.0,1
CPP_negative_168,0.0,2.0,0.0,2.0,0
CPP_negative_169,1.0,1.0,1.0,3.0,0
CPP_positive_170,0.0,2.0,0.0,2.0,1
CPP_negative_171,0.0,2.0,2.0,4.0,0
CPP_negative_172,1.0,2.0,1.0,7.0,0
CPP_negative_173,0.0,4.0,4.0,3.0,0
CPP_positive_174,1.0,2.0,1.0,0.0,1
CPP_positive_175,0.0,1.0,1.0,2.0,1
CPP_negative_176,0.0,0.0,0.0,5.0,0
CPP_positive_177,1.0,1.0,1.0,1.0,1
CPP_positive_178,1.0,4.0,4.0,1.0,1
CPP_positive_179,0.0,2.0,1.0,3.0,1
CPP_positive_180,1.0,2.0,3.0,1.0,1
CPP_negative_181,1.0,2.0,4.0,7.0,0
CPP_negative_182,0.0,0.0,1.0,3.0,0
CPP_positive_183,2.0,0.0,1.0,6.0,1
CPP_positive_184,1.0,3.0,1.0,0.0,1
CPP_positive_185,1.0,0.0,0.0,2.0,1
CPP_negative_186,2.0,0.0,2.0,5.0,0
CPP_positive_187,3.0,7.0,6.0,3.0,1
CPP_positive_188,1.0,2.0,0.0,3.0,1
CPP_positive_189,1.0,0.0,1.0,1.0,1
CPP_negative_190,1.0,3.0,0.0,4.0,0
CPP_negative_191,0.0,1.0,0.0,4.0,0
CPP_positive_192,0.0,5.0,3.0,2.0,1
CPP_positive_193,1.0,2.0,0.0,1.0,1
CPP_positive_194,2.0,0.0,1.0,3.0,1
CPP_positive_195,2.0,1.0,3.0,7.0,1
CPP_positive_196,2.0,1.0,2.0,4.0,1
CPP_negative_197,0.0,2.0,0.0,3.0,0
CPP_positive_198,1.0,2.0,1.0,0.0,1
CPP_positive_199,0.0,2.0,1.0,1.0,1
CPP_negative_200,0.0,3.0,3.0,0.0,0
CPP_negative_201,0.0,0.0,1.0,4.0,0
CPP_positive_202,1.0,1.0,1.0,6.0,1
CPP_positive_203,0.0,2.0,1.0,3.0,1
CPP_positive_204,2.0,2.0,1.0,1.0,1
CPP_positive_205,0.0,1.0,3.0,2.0,1
CPP_positive_206,2.0,3.0,3.0,2.0,1
CPP_negative_207,0.0,2.0,2.0,2.0,0
CPP_positive_208,2.0,1.0,3.0,3.0,1
CPP_negative_209,0.0,1.0,2.0,2.0,0
CPP_positive_210,0.0,2.0,2.0,1.0,1
CPP_positive_211,0.0,6.0,2.0,2.0,1
CPP_negative_212,0.0,0.0,0.0,10.0,0
CPP_negative_213,0.0,1.0,0.0,4.0,0
CPP_negative_214,1.0,1.0,1.0,2.0,0
CPP_negative_215,0.0,2.0,0.0,3.0,0
CPP_positive_216,1.0,1.0,1.0,1.0,1
CPP_positive_217,2.0,3.0,0.0,2.0,1
CPP_negative_218,1.0,1.0,0.0,2.0,0
CPP_positive_219,1.0,0.0,4.0,1.0,1
CPP_positive_220,0.0,2.0,1.0,2.0,1
CPP_negative_221,0.0,0.0,1.0,6.0,0
CPP_negative_222,1.0,0.0,1.0,3.0,0
CPP_positive_223,0.0,1.0,0.0,4.0,1
CPP_negative_224,0.0,2.0,3.0,1.0,0
CPP_negative_225,0.0,2.0,1.0,3.0,0
CPP_negative_226,0.0,2.0,0.0,2.0,0
CPP_negative_227,0.0,4.0,3.0,6.0,0
CPP_negative_228,1.0,3.0,0.0,3.0,0
CPP_positive_229,1.0,0.0,1.0,4.0,1
CPP_negative_230,3.0,2.0,1.0,1.0,0
CPP_negative_231,0.0,0.0,2.0,2.0,0
CPP_positive_232,1.0,0.0,1.0,2.0,1
CPP_negative_233,0.0,2.0,2.0,2.0,0
CPP_positive_234,0.0,0.0,1.0,4.0,1
CPP_positive_235,1.0,0.0,2.0,4.0,1
CPP_positive_236,2.0,2.0,3.0,2.0,1
CPP_positive_237,2.0,0.0,0.0,1.0,1
CPP_positive_238,2.0,1.0,0.0,3.0,1
CPP_negative_239,2.0,2.0,4.0,1.0,0
CPP_positive_240,1.0,1.0,4.0,4.0,1
CPP_negative_241,1.0,3.0,2.0,1.0,0
CPP_negative_242,0.0,1.0,0.0,3.0,0
CPP_positive_243,0.0,0.0,2.0,3.0,1
CPP_negative_244,0.0,1.0,2.0,1.0,0
CPP_negative_245,0.0,2.0,1.0,4.0,0
CPP_negative_246,0.0,1.0,0.0,3.0,0
CPP_negative_247,0.0,2.0,1.0,3.0,0
CPP_positive_248,0.0,1.0,2.0,1.0,1
CPP_negative_249,0.0,0.0,2.0,2.0,0
CPP_positive_250,3.0,0.0,0.0,2.0,1
CPP_positive_251,0.0,2.0,3.0,1.0,1
CPP_negative_252,1.0,0.0,1.0,3.0,0
CPP_negative_253,0.0,1.0,1.0,5.0,0
CPP_negative_254,4.0,3.0,0.0,1.0,0
CPP_negative_255,2.0,0.0,0.0,3.0,0
CPP_negative_256,0.0,1.0,0.0,3.0,0
CPP_negative_257,0.0,3.0,1.0,0.0,0
CPP_negative_258,1.0,1.0,1.0,2.0,0
CPP_positive_259,0.0,2.0,2.0,4.0,1
CPP_positive_260,2.0,4.0,1.0,5.0,1
CPP_positive_261,0.0,2.0,1.0,6.0,1
CPP_negative_262,1.0,4.0,1.0,4.0,0
CPP_positive_263,0.0,2.0,1.0,3.0,1
CPP_positive_264,0.0,3.0,0.0,2.0,1
CPP_negative_265,1.0,2.0,2.0,2.0,0
CPP_positive_266,0.0,2.0,2.0,2.0,1
CPP_positive_267,1.0,3.0,2.0,1.0,1
CPP_positive_268,0.0,1.0,1.0,2.0,1
CPP_negative_269,0.0,0.0,0.0,6.0,0
CPP_negative_270,0.0,3.0,3.0,7.0,0
CPP_negative_271,0.0,0.0,0.0,4.0,0
CPP_negative_272,0.0,2.0,0.0,3.0,0
CPP_positive_273,1.0,1.0,0.0,1.0,1
CPP_negative_274,1.0,2.0,0.0,5.0,0
CPP_negative_275,0.0,2.0,1.0,3.0,0
CPP_negative_276,0.0,2.0,0.0,8.0,0
CPP_negative_277,2.0,1.0,0.0,1.0,0
CPP_positive_278,1.0,2.0,1.0,3.0,1
CPP_positive_279,0.0,1.0,1.0,2.0,1
CPP_positive_280,1.0,1.0,0.0,1.0,1
CPP_positive_281,0.0,3.0,1.0,2.0,1
CPP_negative_282,0.0,1.0,2.0,2.0,0
CPP_positive_283,0.0,3.0,2.0,1.0,1
CPP_negative_284,0.0,0.0,0.0,4.0,0
CPP_positive_285,2.0,1.0,3.0,3.0,1
CPP_negative_286,0.0,0.0,1.0,4.0,0
CPP_positive_287,0.0,0.0,0.0,5.0,1
CPP_negative_288,3.0,1.0,3.0,7.0,0
CPP_positive_289,0.0,2.0,1.0,1.0,1
CPP_negative_290,0.0,3.0,2.0,5.0,0
CPP_positive_291,0.0,0.0,1.0,4.0,1
CPP_negative_292,0.0,2.0,3.0,1.0,0
CPP_negative_293,0.0,3.0,2.0,1.0,0
CPP_positive_294,1.0,0.0,1.0,3.0,1
CPP_positive_295,1.0,0.0,1.0,1.0,1
CPP_positive_296,1.0,1.0,2.0,2.0,1
CPP_negative_297,0.0,1.0,3.0,1.0,0
CPP_positive_298,1.0,1.0,6.0,4.0,1
CPP_positive_299,1.0,1.0,1.0,1.0,1
CPP_negative_300,1.0,1.0,1.0,3.0,0
CPP_negative_301,0.0,1.0,2.0,3.0,0
CPP_positive_302,0.0,1.0,0.0,3.0,1
CPP_positive_303,0.0,0.0,0.0,5.0,1
CPP_positive_304,0.0,1.0,1.0,3.0,1
CPP_positive_305,1.0,5.0,0.0,3.0,1
CPP_negative_306,1.0,1.0,2.0,2.0,0
CPP_negative_307,0.0,0.0,1.0,3.0,0
CPP_positive_308,1.0,3.0,0.0,4.0,1
CPP_negative_309,0.0,0.0,2.0,2.0,0
CPP_negative_310,2.0,1.0,3.0,3.0,0
CPP_positive_311,0.0,0.0,1.0,2.0,1
CPP_positive_312,1.0,1.0,1.0,2.0,1
CPP_negative_313,0.0,1.0,0.0,3.0,0
CPP_positive_314,1.0,3.0,0.0,0.0,1
CPP_positive_315,1.0,2.0,1.0,2.0,1
CPP_positive_316,3.0,2.0,1.0,4.0,1
CPP_positive_317,0.0,0.0,2.0,3.0,1
CPP_negative_318,1.0,1.0,4.0,3.0,0
CPP_negative_319,0.0,0.0,0.0,4.0,0
CPP_negative_320,0.0,1.0,2.0,1.0,0
CPP_negative_321,0.0,1.0,1.0,6.0,0
CPP_positive_322,2.0,2.0,1.0,4.0,1
CPP_negative_323,2.0,2.0,3.0,4.0,0
CPP_positive_324,0.0,2.0,2.0,2.0,1
CPP_negative_325,5.0,0.0,0.0,3.0,0
CPP_positive_326,1.0,3.0,1.0,3.0,1
CPP_positive_327,2.0,1.0,2.0,8.0,1
CPP_negative_328,0.0,3.0,0.0,1.0,0
CPP_positive_329,1.0,0.0,1.0,5.0,1
CPP_positive_330,0.0,0.0,2.0,6.0,1
CPP_negative_331,0.0,0.0,1.0,3.0,0
CPP_positive_332,1.0,1.0,3.0,3.0,1
CPP_negative_333,0.0,1.0,0.0,3.0,0
CPP_positive_334,0.0,1.0,1.0,3.0,1
CPP_negative_335,0.0,2.0,0.0,4.0,0
CPP_negative_336,1.0,1.0,3.0,2.0,0
CPP_positive_337,0.0,1.0,2.0,5.0,1
CPP_positive_338,2.0,3.0,3.0,3.0,1
CPP_positive_339,0.0,1.0,0.0,3.0,1
CPP_negative_340,0.0,1.0,2.0,4.0,0
CPP_negative_341,0.0,1.0,0.0,3.0,0
CPP_negative_342,0.0,3.0,2.0,4.0,0
CPP_negative_343,0.0,1.0,1.0,4.0,0
CPP_positive_344,2.0,1.0,0.0,3.0,1
CPP_negative_345,0.0,3.0,1.0,6.0,0
CPP_negative_346,0.0,3.0,2.0,0.0,0
CPP_positive_347,0.0,1.0,1.0,3.0,1
CPP_positive_348,0.0,0.0,2.0,3.0,1
CPP_negative_349,0.0,2.0,1.0,11.0,0
CPP_negative_350,0.0,0.0,2.0,6.0,0
CPP_positive_351,1.0,0.0,2.0,2.0,1
CPP_positive_352,0.0,2.0,2.0,4.0,1
CPP_positive_353,0.0,1.0,2.0,3.0,1
CPP_positive_354,1.0,5.0,2.0,1.0,1
CPP_negative_355,0.0,0.0,0.0,4.0,0
CPP_positive_356,0.0,0.0,2.0,3.0,1
CPP_negative_357,1.0,1.0,3.0,2.0,0
CPP_negative_358,1.0,1.0,2.0,1.0,0
CPP_negative_359,0.0,0.0,1.0,3.0,0
CPP_positive_360,1.0,0.0,3.0,5.0,1
CPP_positive_361,0.0,0.0,1.0,3.0,1
CPP_positive_362,2.0,2.0,4.0,4.0,1
CPP_negative_363,2.0,3.0,5.0,7.0,0
CPP_negative_364,1.0,1.0,0.0,2.0,0
CPP_positive_365,0.0,2.0,2.0,0.0,1
CPP_positive_366,0.0,0.0,2.0,1.0,1
CPP_positive_367,1.0,1.0,1.0,3.0,1
CPP_positive_368,0.0,2.0,2.0,2.0,1
CPP_positive_369,0.0,1.0,0.0,3.0,1
CPP_positive_370,0.0,2.0,1.0,2.0,1
CPP_positive_371,2.0,3.0,1.0,1.0,1
CPP_positive_372,0.0,2.0,1.0,7.0,1
CPP_negative_373,1.0,1.0,2.0,1.0,0
CPP_positive_374,0.0,2.0,1.0,3.0,1
CPP_positive_375,2.0,0.0,3.0,4.0,1
CPP_negative_376,0.0,0.0,1.0,4.0,0
CPP_negative_377,0.0,0.0,0.0,4.0,0
CPP_negative_378,1.0,3.0,2.0,10.0,0
CPP_positive_379,0.0,3.0,0.0,4.0,1
CPP_positive_380,2.0,3.0,4.0,2.0,1
CPP_positive_381,1.0,0.0,1.0,1.0,1
CPP_positive_382,2.0,1.0,2.0,2.0,1
CPP_negative_383,1.0,3.0,5.0,4.0,0
CPP_positive_384,0.0,2.0,1.0,3.0,1
CPP_negative_385,0.0,1.0,2.0,4.0,0
CPP_positive_386,0.0,0.0,1.0,3.0,1
CPP_positive_387,1.0,2.0,1.0,2.0,1
CPP_positive_388,1.0,3.0,2.0,3.0,1
CPP_negative_389,3.0,0.0,0.0,3.0,0
CPP_positive_390,0.0,2.0,2.0,2.0,1
CPP_negative_391,0.0,0.0,2.0,2.0,0
CPP_negative_392,1.0,1.0,0.0,2.0,0
CPP_positive_393,0.0,2.0,0.0,4.0,1
CPP_negative_394,2.0,0.0,0.0,7.0,0
CPP_positive_395,1.0,0.0,2.0,4.0,1
CPP_positive_396,1.0,1.0,0.0,2.0,1
CPP_positive_397,0.0,1.0,3.0,1.0,1
CPP_positive_398,1.0,0.0,2.0,3.0,1
CPP_positive_399,1.0,1.0,3.0,3.0,1
CPP_positive_400,1.0,1.0,0.0,2.0,1
CPP_positive_401,0.0,0.0,3.0,1.0,1
CPP_positive_402,0.0,1.0,5.0,3.0,1
CPP_positive_403,0.0,1.0,3.0,0.0,1
CPP_positive_404,0.0,2.0,2.0,5.0,1
CPP_negative_405,0.0,1.0,2.0,6.0,0
CPP_negative_406,0.0,3.0,0.0,3.0,0
CPP_positive_407,0.0,1.0,1.0,2.0,1
CPP_negative_408,1.0,2.0,1.0,6.0,0
CPP_negative_409,0.0,0.0,1.0,10.0,0
CPP_negative_410,0.0,2.0,2.0,3.0,0
CPP_positive_411,0.0,2.0,2.0,1.0,1
CPP_positive_412,0.0,3.0,5.0,4.0,1
CPP_negative_413,0.0,0.0,0.0,9.0,0
CPP_positive_414,0.0,2.0,2.0,2.0,1
CPP_positive_415,0.0,1.0,3.0,0.0,1
CPP_positive_416,1.0,0.0,1.0,4.0,1
CPP_positive_417,1.0,3.0,2.0,5.0,1
CPP_negative_418,0.0,1.0,0.0,4.0,0
CPP_positive_419,1.0,5.0,1.0,6.0,1
CPP_positive_420,2.0,1.0,2.0,2.0,1
CPP_positive_421,0.0,0.0,3.0,3.0,1
CPP_positive_422,2.0,1.0,2.0,1.0,1
CPP_negative_423,1.0,2.0,0.0,2.0,0
CPP_negative_424,0.0,1.0,4.0,1.0,0
CPP_positive_425,1.0,1.0,1.0,1.0,1
CPP_positive_426,2.0,0.0,4.0,4.0,1
CPP_negative_427,0.0,3.0,1.0,4.0,0
CPP_negative_428,0.0,2.0,3.0,1.0,0
CPP_negative_429,0.0,0.0,0.0,10.0,0
CPP_positive_430,0.0,2.0,0.0,3.0,1
CPP_positive_431,1.0,2.0,0.0,3.0,1
CPP_positive_432,1.0,1.0,0.0,2.0,1
CPP_negative_433,1.0,2.0,2.0,4.0,0
CPP_positive_434,0.0,0.0,2.0,2.0,1
CPP_positive_435,0.0,1.0,1.0,3.0,1
CPP_positive_436,1.0,3.0,1.0,5.0,1
CPP_negative_437,0.0,1.0,0.0,3.0,0
CPP_positive_438,4.0,2.0,6.0,7.0,1
CPP_negative_439,0.0,9.0,3.0,0.0,0
CPP_negative_440,1.0,3.0,1.0,7.0,0
CPP_negative_441,0.0,1.0,0.0,5.0,0
CPP_positive_442,2.0,2.0,0.0,3.0,1
CPP_positive_443,3.0,1.0,1.0,6.0,1
CPP_negative_444,0.0,1.0,0.0,3.0,0
CPP_positive_445,2.0,3.0,4.0,3.0,1
CPP_positive_446,0.0,3.0,0.0,3.0,1
CPP_positive_447,2.0,0.0,2.0,1.0,1
CPP_positive_448,0.0,1.0,1.0,6.0,1
CPP_positive_449,1.0,2.0,5.0,4.0,1
CPP_negative_450,1.0,3.0,1.0,1.0,0
CPP_positive_451,0.0,0.0,2.0,1.0,1
CPP_negative_452,0.0,1.0,1.0,2.0,0
CPP_negative_453,0.0,0.0,2.0,5.0,0
CPP_positive_454,1.0,1.0,0.0,2.0,1
CPP_positive_455,1.0,1.0,1.0,1.0,1
CPP_negative_456,0.0,1.0,0.0,5.0,0
CPP_negative_457,3.0,0.0,0.0,3.0,0
CPP_positive_458,2.0,2.0,1.0,6.0,1
CPP_negative_459,0.0,0.0,4.0,0.0,0
CPP_negative_460,0.0,0.0,0.0,4.0,0
CPP_negative_461,2.0,2.0,1.0,3.0,0
CPP_negative_462,2.0,1.0,0.0,7.0,0
CPP_positive_463,0.0,3.0,0.0,1.0,1
CPP_positive_464,2.0,1.0,2.0,2.0,1
CPP_positive_465,1.0,2.0,3.0,6.0,1
CPP_negative_466,0.0,1.0,0.0,4.0,0
CPP_negative_467,0.0,1.0,2.0,1.0,0
CPP_negative_468,2.0,1.0,0.0,1.0,0
CPP_negative_469,0.0,0.0,1.0,3.0,0
CPP_positive_470,0.0,1.0,1.0,3.0,1
CPP_positive_471,1.0,1.0,3.0,4.0,1
CPP_positive_472,0.0,1.0,0.0,6.0,1
CPP_positive_473,0.0,4.0,4.0,6.0,1
CPP_negative_474,0.0,3.0,3.0,4.0,0
CPP_negative_475,0.0,1.0,2.0,5.0,0
CPP_negative_476,0.0,3.0,2.0,5.0,0
CPP_positive_477,0.0,1.0,0.0,7.0,1
CPP_negative_478,0.0,1.0,1.0,10.0,0
CPP_positive_479,2.0,1.0,3.0,2.0,1
CPP_negative_480,1.0,0.0,0.0,3.0,0
CPP_positive_481,1.0,0.0,4.0,6.0,1
CPP_positive_482,0.0,2.0,1.0,4.0,1
CPP_negative_483,1.0,2.0,1.0,3.0,0
CPP_positive_484,2.0,1.0,3.0,0.0,1
CPP_negative_485,2.0,0.0,2.0,4.0,0
CPP_negative_486,0.0,4.0,3.0,6.0,0
CPP_negative_487,1.0,1.0,1.0,2.0,0
CPP_negative_488,1.0,1.0,0.0,4.0,0
CPP_negative_489,0.0,2.0,2.0,6.0,0
CPP_positive_490,2.0,1.0,6.0,2.0,1
CPP_negative_491,1.0,1.0,1.0,5.0,0
CPP_negative_492,2.0,1.0,1.0,5.0,0
CPP_positive_493,0.0,2.0,3.0,1.0,1
CPP_negative_494,0.0,0.0,2.0,2.0,0
CPP_negative_495,1.0,1.0,1.0,2.0,0
CPP_negative_496,0.0,0.0,0.0,6.0,0
CPP_negative_497,0.0,1.0,2.0,1.0,0
CPP_positive_498,0.0,1.0,0.0,3.0,1
CPP_positive_499,2.0,0.0,2.0,2.0,1
CPP_positive_500,0.0,3.0,1.0,0.0,1
CPP_positive_501,0.0,1.0,3.0,3.0,1
CPP_positive_502,0.0,2.0,2.0,4.0,1
CPP_positive_503,0.0,3.0,1.0,4.0,1
CPP_positive_504,0.0,0.0,1.0,4.0,1
CPP_negative_505,0.0,1.0,4.0,1.0,0
CPP_positive_506,1.0,1.0,2.0,1.0,1
CPP_positive_507,0.0,1.0,3.0,4.0,1
CPP_positive_508,1.0,2.0,0.0,3.0,1
CPP_positive_509,1.0,1.0,0.0,3.0,1
CPP_positive_510,1.0,1.0,0.0,9.0,1
CPP_negative_511,0.0,1.0,0.0,3.0,0
CPP_positive_512,2.0,0.0,1.0,3.0,1
